2021-11-18,82309,age18-49
2021-11-18,56570,age50-64
2021-11-18,55974,age65
2021-11-18,6670,age12-17
2021-11-18,24761,age5-11
2021-11-17,79455,age18-49
2021-11-17,55613,age50-64
2021-11-17,59359,age65
2021-11-17,6799,age12-17
2021-11-17,29194,age5-11
2021-11-16,76405,age18-49
2021-11-16,55544,age50-64
2021-11-16,61778,age65
2021-11-16,6273,age12-17
2021-11-16,25378,age5-11
2021-11-15,68808,age18-49
2021-11-15,50104,age50-64
2021-11-15,56710,age65
2021-11-15,6088,age12-17
2021-11-15,23873,age5-11
2021-11-14,26501,age18-49
2021-11-14,16503,age50-64
2021-11-14,12752,age65
2021-11-14,2093,age12-17
2021-11-14,13230,age5-11
2021-11-13,47001,age18-49
2021-11-13,31346,age50-64
2021-11-13,25224,age65
2021-11-13,5439,age12-17
2021-11-13,39271,age5-11
2021-11-12,85471,age18-49
2021-11-12,59137,age50-64
2021-11-12,62598,age65
2021-11-12,8672,age12-17
2021-11-12,42538,age5-11
2021-11-11,65304,age18-49
2021-11-11,43686,age50-64
2021-11-11,56158,age65
2021-11-11,6824,age12-17
2021-11-11,44858,age5-11
2021-11-10,68137,age18-49
2021-11-10,44505,age50-64
2021-11-10,63824,age65
2021-11-10,7055,age12-17
2021-11-10,42224,age5-11
2021-11-09,65424,age18-49
2021-11-09,43797,age50-64
2021-11-09,66832,age65
2021-11-09,6226,age12-17
2021-11-09,34904,age5-11
2021-11-08,61496,age18-49
2021-11-08,39645,age50-64
2021-11-08,61913,age65
2021-11-08,5960,age12-17
2021-11-08,30920,age5-11
2021-11-07,23559,age18-49
2021-11-07,13627,age50-64
2021-11-07,14243,age65
2021-11-07,2201,age12-17
2021-11-07,13932,age5-11
2021-11-06,41753,age18-49
2021-11-06,27236,age50-64
2021-11-06,28611,age65
2021-11-06,5011,age12-17
2021-11-06,25686,age5-11
2021-11-05,86290,age18-49
2021-11-05,56955,age50-64
2021-11-05,73281,age65
2021-11-05,8835,age12-17
2021-11-05,17672,age5-11
2021-11-04,63901,age18-49
2021-11-04,43573,age50-64
2021-11-04,74892,age65
2021-11-04,6130,age12-17
2021-11-04,9425,age5-11
2021-11-03,59971,age18-49
2021-11-03,41971,age50-64
2021-11-03,77582,age65
2021-11-03,5878,age12-17
2021-11-03,3964,age5-11
2021-11-02,59513,age18-49
2021-11-02,41899,age50-64
2021-11-02,82353,age65
2021-11-02,5781,age12-17
2021-11-02,62,age5-11
2021-11-01,57231,age18-49
2021-11-01,40084,age50-64
2021-11-01,74429,age65
2021-11-01,6350,age12-17
2021-11-01,30,age5-11
2021-10-31,18616,age18-49
2021-10-31,13137,age50-64
2021-10-31,16873,age65
2021-10-31,2149,age12-17
2021-10-31,3,age5-11
2021-10-30,34730,age18-49
2021-10-30,27387,age50-64
2021-10-30,35899,age65
2021-10-30,5242,age12-17
2021-10-30,9,age5-11
2021-10-29,70405,age18-49
2021-10-29,53181,age50-64
2021-10-29,86742,age65
2021-10-29,8267,age12-17
2021-10-29,19,age5-11
2021-10-28,53075,age18-49
2021-10-28,38976,age50-64
2021-10-28,84340,age65
2021-10-28,5681,age12-17
2021-10-28,14,age5-11
2021-10-27,53022,age18-49
2021-10-27,37601,age50-64
2021-10-27,85732,age65
2021-10-27,5953,age12-17
2021-10-27,17,age5-11
2021-10-26,50733,age18-49
2021-10-26,36808,age50-64
2021-10-26,87054,age65
2021-10-26,5668,age12-17
2021-10-26,7,age5-11
2021-10-25,51066,age18-49
2021-10-25,34473,age50-64
2021-10-25,71677,age65
2021-10-25,5966,age12-17
2021-10-25,5,age5-11
2021-10-24,16934,age18-49
2021-10-24,10807,age50-64
2021-10-24,17008,age65
2021-10-24,2705,age12-17
2021-10-24,11,age5-11
2021-10-23,30812,age18-49
2021-10-23,20995,age50-64
2021-10-23,34813,age65
2021-10-23,6098,age12-17
2021-10-23,6,age5-11
2021-10-22,56752,age18-49
2021-10-22,35237,age50-64
2021-10-22,61989,age65
2021-10-22,8768,age12-17
2021-10-22,11,age5-11
2021-10-21,39000,age18-49
2021-10-21,20154,age50-64
2021-10-21,31747,age65
2021-10-21,5736,age12-17
2021-10-21,8,age5-11
2021-10-20,37601,age18-49
2021-10-20,18663,age50-64
2021-10-20,30864,age65
2021-10-20,5770,age12-17
2021-10-20,5,age5-11
2021-10-19,37905,age18-49
2021-10-19,19159,age50-64
2021-10-19,32687,age65
2021-10-19,6101,age12-17
2021-10-19,19,age5-11
2021-10-18,42239,age18-49
2021-10-18,19930,age50-64
2021-10-18,31137,age65
2021-10-18,6619,age12-17
2021-10-18,5,age5-11
2021-10-17,15403,age18-49
2021-10-17,6401,age50-64
2021-10-17,6058,age65
2021-10-17,2767,age12-17
2021-10-17,1,age5-11
2021-10-16,26112,age18-49
2021-10-16,12644,age50-64
2021-10-16,13973,age65
2021-10-16,6344,age12-17
2021-10-16,5,age5-11
2021-10-15,53674,age18-49
2021-10-15,26508,age50-64
2021-10-15,35795,age65
2021-10-15,10363,age12-17
2021-10-15,14,age5-11
2021-10-14,41331,age18-49
2021-10-14,19696,age50-64
2021-10-14,33612,age65
2021-10-14,6188,age12-17
2021-10-14,10,age5-11
2021-10-13,41559,age18-49
2021-10-13,18774,age50-64
2021-10-13,32939,age65
2021-10-13,6453,age12-17
2021-10-13,20,age5-11
2021-10-12,42765,age18-49
2021-10-12,19639,age50-64
2021-10-12,37141,age65
2021-10-12,6368,age12-17
2021-10-12,37,age5-11
2021-10-11,44360,age18-49
2021-10-11,19829,age50-64
2021-10-11,35705,age65
2021-10-11,7129,age12-17
2021-10-11,16,age5-11
2021-10-10,17488,age18-49
2021-10-10,6705,age50-64
2021-10-10,7807,age65
2021-10-10,3644,age12-17
2021-10-10,15,age5-11
2021-10-09,28827,age18-49
2021-10-09,12685,age50-64
2021-10-09,16185,age65
2021-10-09,7709,age12-17
2021-10-09,15,age5-11
2021-10-08,60463,age18-49
2021-10-08,28052,age50-64
2021-10-08,42591,age65
2021-10-08,11852,age12-17
2021-10-08,19,age5-11
2021-10-07,46950,age18-49
2021-10-07,20726,age50-64
2021-10-07,42512,age65
2021-10-07,7169,age12-17
2021-10-07,7,age5-11
2021-10-06,43667,age18-49
2021-10-06,18170,age50-64
2021-10-06,40178,age65
2021-10-06,7425,age12-17
2021-10-06,10,age5-11
2021-10-05,43865,age18-49
2021-10-05,17724,age50-64
2021-10-05,42669,age65
2021-10-05,7454,age12-17
2021-10-05,7,age5-11
2021-10-04,43268,age18-49
2021-10-04,17464,age50-64
2021-10-04,42286,age65
2021-10-04,8126,age12-17
2021-10-04,11,age5-11
2021-10-03,17931,age18-49
2021-10-03,6422,age50-64
2021-10-03,9618,age65
2021-10-03,4463,age12-17
2021-10-03,7,age5-11
2021-10-02,28840,age18-49
2021-10-02,11623,age50-64
2021-10-02,18764,age65
2021-10-02,8922,age12-17
2021-10-02,9,age5-11
2021-10-01,59419,age18-49
2021-10-01,24988,age50-64
2021-10-01,49076,age65
2021-10-01,12442,age12-17
2021-10-01,33,age5-11
2021-09-30,52962,age18-49
2021-09-30,20479,age50-64
2021-09-30,50541,age65
2021-09-30,8186,age12-17
2021-09-30,33,age5-11
2021-09-29,51418,age18-49
2021-09-29,19337,age50-64
2021-09-29,50772,age65
2021-09-29,8012,age12-17
2021-09-29,23,age5-11
2021-09-28,49770,age18-49
2021-09-28,18824,age50-64
2021-09-28,52973,age65
2021-09-28,8248,age12-17
2021-09-28,20,age5-11
2021-09-27,42224,age18-49
2021-09-27,16311,age50-64
2021-09-27,53978,age65
2021-09-27,6623,age12-17
2021-09-27,2,age5-11
2021-09-26,16612,age18-49
2021-09-26,5760,age50-64
2021-09-26,13082,age65
2021-09-26,4068,age12-17
2021-09-26,3,age5-11
2021-09-25,28047,age18-49
2021-09-25,10479,age50-64
2021-09-25,23135,age65
2021-09-25,9503,age12-17
2021-09-25,10,age5-11
2021-09-24,48950,age18-49
2021-09-24,16072,age50-64
2021-09-24,29096,age65
2021-09-24,14595,age12-17
2021-09-24,31,age5-11
2021-09-23,39117,age18-49
2021-09-23,11326,age50-64
2021-09-23,13322,age65
2021-09-23,8460,age12-17
2021-09-23,15,age5-11
2021-09-22,40977,age18-49
2021-09-22,11131,age50-64
2021-09-22,10845,age65
2021-09-22,9396,age12-17
2021-09-22,26,age5-11
2021-09-21,41794,age18-49
2021-09-21,11564,age50-64
2021-09-21,11634,age65
2021-09-21,9514,age12-17
2021-09-21,25,age5-11
2021-09-20,45639,age18-49
2021-09-20,12408,age50-64
2021-09-20,12464,age65
2021-09-20,9995,age12-17
2021-09-20,28,age5-11
2021-09-19,19097,age18-49
2021-09-19,4737,age50-64
2021-09-19,3729,age65
2021-09-19,5275,age12-17
2021-09-19,12,age5-11
2021-09-18,30730,age18-49
2021-09-18,8536,age50-64
2021-09-18,5962,age65
2021-09-18,11914,age12-17
2021-09-18,22,age5-11
2021-09-17,53600,age18-49
2021-09-17,15219,age50-64
2021-09-17,11151,age65
2021-09-17,16720,age12-17
2021-09-17,34,age5-11
2021-09-16,48614,age18-49
2021-09-16,12977,age50-64
2021-09-16,10122,age65
2021-09-16,11283,age12-17
2021-09-16,20,age5-11
2021-09-15,46881,age18-49
2021-09-15,12536,age50-64
2021-09-15,9581,age65
2021-09-15,11281,age12-17
2021-09-15,29,age5-11
2021-09-14,47715,age18-49
2021-09-14,12818,age50-64
2021-09-14,9867,age65
2021-09-14,10666,age12-17
2021-09-14,19,age5-11
2021-09-13,49785,age18-49
2021-09-13,13697,age50-64
2021-09-13,10108,age65
2021-09-13,11420,age12-17
2021-09-13,27,age5-11
2021-09-12,20749,age18-49
2021-09-12,5309,age50-64
2021-09-12,3262,age65
2021-09-12,6258,age12-17
2021-09-12,12,age5-11
2021-09-11,33610,age18-49
2021-09-11,9596,age50-64
2021-09-11,5579,age65
2021-09-11,14779,age12-17
2021-09-11,24,age5-11
2021-09-10,59237,age18-49
2021-09-10,17281,age50-64
2021-09-10,12385,age65
2021-09-10,19848,age12-17
2021-09-10,49,age5-11
2021-09-09,50265,age18-49
2021-09-09,14407,age50-64
2021-09-09,12339,age65
2021-09-09,12181,age12-17
2021-09-09,34,age5-11
2021-09-08,50472,age18-49
2021-09-08,14225,age50-64
2021-09-08,11912,age65
2021-09-08,13238,age12-17
2021-09-08,29,age5-11
2021-09-07,55845,age18-49
2021-09-07,15999,age50-64
2021-09-07,12576,age65
2021-09-07,14954,age12-17
2021-09-07,39,age5-11
2021-09-06,11302,age18-49
2021-09-06,3114,age50-64
2021-09-06,2075,age65
2021-09-06,3124,age12-17
2021-09-06,5,age5-11
2021-09-05,21188,age18-49
2021-09-05,5902,age50-64
2021-09-05,3961,age65
2021-09-05,7234,age12-17
2021-09-05,22,age5-11
2021-09-04,32463,age18-49
2021-09-04,9941,age50-64
2021-09-04,6514,age65
2021-09-04,15500,age12-17
2021-09-04,32,age5-11
2021-09-03,60557,age18-49
2021-09-03,19162,age50-64
2021-09-03,15268,age65
2021-09-03,24047,age12-17
2021-09-03,52,age5-11
2021-09-02,50570,age18-49
2021-09-02,15433,age50-64
2021-09-02,14482,age65
2021-09-02,14342,age12-17
2021-09-02,20,age5-11
2021-09-01,52464,age18-49
2021-09-01,15952,age50-64
2021-09-01,14378,age65
2021-09-01,15712,age12-17
2021-09-01,31,age5-11
2021-08-31,53962,age18-49
2021-08-31,16408,age50-64
2021-08-31,14504,age65
2021-08-31,16597,age12-17
2021-08-31,36,age5-11
2021-08-30,55248,age18-49
2021-08-30,16653,age50-64
2021-08-30,13733,age65
2021-08-30,16802,age12-17
2021-08-30,33,age5-11
2021-08-29,23439,age18-49
2021-08-29,6506,age50-64
2021-08-29,4626,age65
2021-08-29,8287,age12-17
2021-08-29,24,age5-11
2021-08-28,38978,age18-49
2021-08-28,11851,age50-64
2021-08-28,7906,age65
2021-08-28,19470,age12-17
2021-08-28,44,age5-11
2021-08-27,66703,age18-49
2021-08-27,20870,age50-64
2021-08-27,15114,age65
2021-08-27,26498,age12-17
2021-08-27,57,age5-11
2021-08-26,56545,age18-49
2021-08-26,16898,age50-64
2021-08-26,13821,age65
2021-08-26,17535,age12-17
2021-08-26,31,age5-11
2021-08-25,55690,age18-49
2021-08-25,16371,age50-64
2021-08-25,13132,age65
2021-08-25,18193,age12-17
2021-08-25,35,age5-11
2021-08-24,57935,age18-49
2021-08-24,17370,age50-64
2021-08-24,13667,age65
2021-08-24,18392,age12-17
2021-08-24,37,age5-11
2021-08-23,58012,age18-49
2021-08-23,17569,age50-64
2021-08-23,13488,age65
2021-08-23,17558,age12-17
2021-08-23,32,age5-11
2021-08-22,23480,age18-49
2021-08-22,6556,age50-64
2021-08-22,4311,age65
2021-08-22,7997,age12-17
2021-08-22,24,age5-11
2021-08-21,37925,age18-49
2021-08-21,12091,age50-64
2021-08-21,7717,age65
2021-08-21,18568,age12-17
2021-08-21,35,age5-11
2021-08-20,65563,age18-49
2021-08-20,21283,age50-64
2021-08-20,14866,age65
2021-08-20,25896,age12-17
2021-08-20,52,age5-11
2021-08-19,55542,age18-49
2021-08-19,16803,age50-64
2021-08-19,13125,age65
2021-08-19,16885,age12-17
2021-08-19,28,age5-11
2021-08-18,55671,age18-49
2021-08-18,16652,age50-64
2021-08-18,12457,age65
2021-08-18,17899,age12-17
2021-08-18,24,age5-11
2021-08-17,56015,age18-49
2021-08-17,16750,age50-64
2021-08-17,11388,age65
2021-08-17,18818,age12-17
2021-08-17,41,age5-11
2021-08-16,54015,age18-49
2021-08-16,16007,age50-64
2021-08-16,10353,age65
2021-08-16,17418,age12-17
2021-08-16,23,age5-11
2021-08-15,22513,age18-49
2021-08-15,6369,age50-64
2021-08-15,3516,age65
2021-08-15,8338,age12-17
2021-08-15,26,age5-11
2021-08-14,38087,age18-49
2021-08-14,11760,age50-64
2021-08-14,5400,age65
2021-08-14,18008,age12-17
2021-08-14,46,age5-11
2021-08-13,61479,age18-49
2021-08-13,17748,age50-64
2021-08-13,6685,age65
2021-08-13,26560,age12-17
2021-08-13,47,age5-11
2021-08-12,50634,age18-49
2021-08-12,14165,age50-64
2021-08-12,5762,age65
2021-08-12,19128,age12-17
2021-08-12,38,age5-11
2021-08-11,46959,age18-49
2021-08-11,13163,age50-64
2021-08-11,5129,age65
2021-08-11,19399,age12-17
2021-08-11,26,age5-11
2021-08-10,50303,age18-49
2021-08-10,13718,age50-64
2021-08-10,5634,age65
2021-08-10,22406,age12-17
2021-08-10,35,age5-11
2021-08-09,48410,age18-49
2021-08-09,13336,age50-64
2021-08-09,5106,age65
2021-08-09,21978,age12-17
2021-08-09,38,age5-11
2021-08-08,20392,age18-49
2021-08-08,5313,age50-64
2021-08-08,1658,age65
2021-08-08,8135,age12-17
2021-08-08,18,age5-11
2021-08-07,35229,age18-49
2021-08-07,10029,age50-64
2021-08-07,3044,age65
2021-08-07,16441,age12-17
2021-08-07,41,age5-11
2021-08-06,57209,age18-49
2021-08-06,16826,age50-64
2021-08-06,6046,age65
2021-08-06,25972,age12-17
2021-08-06,37,age5-11
2021-08-05,47559,age18-49
2021-08-05,13121,age50-64
2021-08-05,5471,age65
2021-08-05,21070,age12-17
2021-08-05,37,age5-11
2021-08-04,46996,age18-49
2021-08-04,12720,age50-64
2021-08-04,5361,age65
2021-08-04,20667,age12-17
2021-08-04,29,age5-11
2021-08-03,49347,age18-49
2021-08-03,13634,age50-64
2021-08-03,5524,age65
2021-08-03,22302,age12-17
2021-08-03,32,age5-11
2021-08-02,44270,age18-49
2021-08-02,12327,age50-64
2021-08-02,4828,age65
2021-08-02,19556,age12-17
2021-08-02,22,age5-11
2021-08-01,17813,age18-49
2021-08-01,4644,age50-64
2021-08-01,1512,age65
2021-08-01,6728,age12-17
2021-08-01,19,age5-11
2021-07-31,33629,age18-49
2021-07-31,9686,age50-64
2021-07-31,3059,age65
2021-07-31,14248,age12-17
2021-07-31,34,age5-11
2021-07-30,53365,age18-49
2021-07-30,16088,age50-64
2021-07-30,5909,age65
2021-07-30,22653,age12-17
2021-07-30,36,age5-11
2021-07-29,44970,age18-49
2021-07-29,12742,age50-64
2021-07-29,5538,age65
2021-07-29,19311,age12-17
2021-07-29,34,age5-11
2021-07-28,47055,age18-49
2021-07-28,13306,age50-64
2021-07-28,5543,age65
2021-07-28,19443,age12-17
2021-07-28,19,age5-11
2021-07-27,46554,age18-49
2021-07-27,13598,age50-64
2021-07-27,5613,age65
2021-07-27,20088,age12-17
2021-07-27,28,age5-11
2021-07-26,40235,age18-49
2021-07-26,11890,age50-64
2021-07-26,4580,age65
2021-07-26,15771,age12-17
2021-07-26,23,age5-11
2021-07-25,15100,age18-49
2021-07-25,4133,age50-64
2021-07-25,1254,age65
2021-07-25,5335,age12-17
2021-07-25,14,age5-11
2021-07-24,31479,age18-49
2021-07-24,9957,age50-64
2021-07-24,3062,age65
2021-07-24,12108,age12-17
2021-07-24,24,age5-11
2021-07-23,49913,age18-49
2021-07-23,15678,age50-64
2021-07-23,5816,age65
2021-07-23,21467,age12-17
2021-07-23,38,age5-11
2021-07-22,42390,age18-49
2021-07-22,12685,age50-64
2021-07-22,5268,age65
2021-07-22,18194,age12-17
2021-07-22,28,age5-11
2021-07-21,42084,age18-49
2021-07-21,12637,age50-64
2021-07-21,5095,age65
2021-07-21,18446,age12-17
2021-07-21,26,age5-11
2021-07-20,43003,age18-49
2021-07-20,12862,age50-64
2021-07-20,5073,age65
2021-07-20,19185,age12-17
2021-07-20,28,age5-11
2021-07-19,37580,age18-49
2021-07-19,11258,age50-64
2021-07-19,4252,age65
2021-07-19,17334,age12-17
2021-07-19,24,age5-11
2021-07-18,15543,age18-49
2021-07-18,4035,age50-64
2021-07-18,1216,age65
2021-07-18,6085,age12-17
2021-07-18,15,age5-11
2021-07-17,30439,age18-49
2021-07-17,9362,age50-64
2021-07-17,2837,age65
2021-07-17,13536,age12-17
2021-07-17,25,age5-11
2021-07-16,46549,age18-49
2021-07-16,14275,age50-64
2021-07-16,5191,age65
2021-07-16,20745,age12-17
2021-07-16,27,age5-11
2021-07-15,38485,age18-49
2021-07-15,10975,age50-64
2021-07-15,4585,age65
2021-07-15,17427,age12-17
2021-07-15,31,age5-11
2021-07-14,38071,age18-49
2021-07-14,11105,age50-64
2021-07-14,4586,age65
2021-07-14,16971,age12-17
2021-07-14,24,age5-11
2021-07-13,39790,age18-49
2021-07-13,11144,age50-64
2021-07-13,4662,age65
2021-07-13,17911,age12-17
2021-07-13,17,age5-11
2021-07-12,37070,age18-49
2021-07-12,10649,age50-64
2021-07-12,4123,age65
2021-07-12,17347,age12-17
2021-07-12,16,age5-11
2021-07-11,14158,age18-49
2021-07-11,3796,age50-64
2021-07-11,1182,age65
2021-07-11,5510,age12-17
2021-07-11,8,age5-11
2021-07-10,29419,age18-49
2021-07-10,8788,age50-64
2021-07-10,2604,age65
2021-07-10,13667,age12-17
2021-07-10,17,age5-11
2021-07-09,46680,age18-49
2021-07-09,14231,age50-64
2021-07-09,5200,age65
2021-07-09,20677,age12-17
2021-07-09,25,age5-11
2021-07-08,39586,age18-49
2021-07-08,11643,age50-64
2021-07-08,4954,age65
2021-07-08,18217,age12-17
2021-07-08,35,age5-11
2021-07-07,41705,age18-49
2021-07-07,11740,age50-64
2021-07-07,5060,age65
2021-07-07,19441,age12-17
2021-07-07,20,age5-11
2021-07-06,47457,age18-49
2021-07-06,14278,age50-64
2021-07-06,5819,age65
2021-07-06,23392,age12-17
2021-07-06,23,age5-11
2021-07-05,23760,age18-49
2021-07-05,7266,age50-64
2021-07-05,2580,age65
2021-07-05,9405,age12-17
2021-07-05,21,age5-11
2021-07-04,2147,age18-49
2021-07-04,777,age50-64
2021-07-04,226,age65
2021-07-04,594,age12-17
2021-07-03,26398,age18-49
2021-07-03,8322,age50-64
2021-07-03,2558,age65
2021-07-03,11511,age12-17
2021-07-03,19,age5-11
2021-07-02,46272,age18-49
2021-07-02,14747,age50-64
2021-07-02,5501,age65
2021-07-02,22569,age12-17
2021-07-02,32,age5-11
2021-07-01,41643,age18-49
2021-07-01,12214,age50-64
2021-07-01,5164,age65
2021-07-01,19956,age12-17
2021-07-01,29,age5-11
2021-06-30,44340,age18-49
2021-06-30,12877,age50-64
2021-06-30,5419,age65
2021-06-30,21244,age12-17
2021-06-30,33,age5-11
2021-06-29,46666,age18-49
2021-06-29,13963,age50-64
2021-06-29,5408,age65
2021-06-29,22351,age12-17
2021-06-29,42,age5-11
2021-06-28,39274,age18-49
2021-06-28,11309,age50-64
2021-06-28,4074,age65
2021-06-28,20938,age12-17
2021-06-28,31,age5-11
2021-06-27,18574,age18-49
2021-06-27,5091,age50-64
2021-06-27,1438,age65
2021-06-27,7975,age12-17
2021-06-27,17,age5-11
2021-06-26,37069,age18-49
2021-06-26,11345,age50-64
2021-06-26,3369,age65
2021-06-26,19617,age12-17
2021-06-26,34,age5-11
2021-06-25,57980,age18-49
2021-06-25,18044,age50-64
2021-06-25,6286,age65
2021-06-25,28537,age12-17
2021-06-25,28,age5-11
2021-06-24,51137,age18-49
2021-06-24,15311,age50-64
2021-06-24,6053,age65
2021-06-24,23217,age12-17
2021-06-24,25,age5-11
2021-06-23,52614,age18-49
2021-06-23,15031,age50-64
2021-06-23,6171,age65
2021-06-23,24846,age12-17
2021-06-23,31,age5-11
2021-06-22,55995,age18-49
2021-06-22,16319,age50-64
2021-06-22,6515,age65
2021-06-22,26541,age12-17
2021-06-22,30,age5-11
2021-06-21,41685,age18-49
2021-06-21,12038,age50-64
2021-06-21,4402,age65
2021-06-21,16950,age12-17
2021-06-21,26,age5-11
2021-06-20,18049,age18-49
2021-06-20,4922,age50-64
2021-06-20,1457,age65
2021-06-20,8084,age12-17
2021-06-20,6,age5-11
2021-06-19,41284,age18-49
2021-06-19,12479,age50-64
2021-06-19,3593,age65
2021-06-19,22769,age12-17
2021-06-19,32,age5-11
2021-06-18,69759,age18-49
2021-06-18,20763,age50-64
2021-06-18,7077,age65
2021-06-18,37582,age12-17
2021-06-18,42,age5-11
2021-06-17,62676,age18-49
2021-06-17,17778,age50-64
2021-06-17,6909,age65
2021-06-17,32587,age12-17
2021-06-17,55,age5-11
2021-06-16,64397,age18-49
2021-06-16,18217,age50-64
2021-06-16,7278,age65
2021-06-16,36364,age12-17
2021-06-16,44,age5-11
2021-06-15,71437,age18-49
2021-06-15,20865,age50-64
2021-06-15,8226,age65
2021-06-15,36915,age12-17
2021-06-15,44,age5-11
2021-06-14,59638,age18-49
2021-06-14,17851,age50-64
2021-06-14,6561,age65
2021-06-14,35956,age12-17
2021-06-14,48,age5-11
2021-06-13,22527,age18-49
2021-06-13,6707,age50-64
2021-06-13,1862,age65
2021-06-13,15422,age12-17
2021-06-13,21,age5-11
2021-06-12,54287,age18-49
2021-06-12,17019,age50-64
2021-06-12,4921,age65
2021-06-12,43680,age12-17
2021-06-12,50,age5-11
2021-06-11,78186,age18-49
2021-06-11,24791,age50-64
2021-06-11,8702,age65
2021-06-11,54442,age12-17
2021-06-11,65,age5-11
2021-06-10,70257,age18-49
2021-06-10,21756,age50-64
2021-06-10,8563,age65
2021-06-10,52222,age12-17
2021-06-10,61,age5-11
